,content
121,　　应该说，这不是一次“例行”的换届。新思维、新体系、新活力，是此次换届的基调；“敢于自我革命、敢于创新思维”，是体育总局的自我期许。至于人们热议的篮协领导人选，也有这样的具体表述：“具有篮球专业背景、熟悉国内外篮球发展、运动成绩优异、在国内外具有较强社会影响力和较高知名度、积极推动中国篮球事业发展的社会人士。”简言之，中国篮球改革将以换届为契机，推动篮协实体化落到实处。而其中的一个重要动作，就是在换届筹备阶段，吸纳像姚明这样的著名篮球人，为深化改革进行资源储备。以此为标志，篮球改革将迈入深水区。
122,　　如果论受欢迎程度，篮球绝对是中国数一数二的集体运动。国家队和CBA（中国男子篮球职业联赛）拥有亿万热情球迷，而那些遍布城市与乡村的篮球场，证明了这项运动有着多么庞大的群众基础。不过与篮球发展的热潮相比，现有的篮球运动管理体制和运行机制多少显得有些“不赶趟”。
123,　　目前，篮球运动管理中心和中国篮球协会，几乎是“两块牌子，一套人马”。中心实、协会虚，是其最明显的运行结构。前者作为国家体育总局的事业单位，担负着业务管理、后备人才培养、产业发展等诸多工作。NBA（美国职业篮球联赛）有数百人的工作团队，支撑着这样一个世界顶级的职业赛事，专业分工和精细运作体现在服务球迷、经营市场的每一个细节中。而篮管中心由于种种原因，原先仅由下属只有四五个人的竞赛部负责CBA联赛运行。后来虽然成立了CBA联赛办公室，但增加的工作人员并不多，维持基本运转已忙得不可开交，编织一个更精密的联赛运行体系，实属勉为其难。
124,　　由此观之，政府一家办体育的模式，确实很难让体育成为“除衣食住行外的第五生活元素”，因此体育社团组织的充分发育，就成为深化改革的必然选择。从这个角度来看，要想让篮球运动的行政管理、行业发展和社会资源调动等各方面，在运行匹配过程中不出现错位、失位、越位的问题，必须依靠改革来夯实基础、理顺体系、重塑平台。换句话说，政社分开、管办分离，既是对体育体制进行的结构性调整，也是对社会需求、大众期待的积极回应。
125,　　姚明曾感慨，现在的CBA和20多年前初创时已大有不同，比赛的精彩带来了观赛体验的升级。为大众提供更优质的公共文化产品，CBA联赛有这样的责任和能力。体育属于全民，理应造福全民。从体育大国迈向体育强国，大众体育的活力是一项基础性指标。在未来的体育发展结构中，由各级各类体育社团承担更多社会责任，更好普惠全民，实质上是对体育属性、体育规律的重新认识和价值回归。“让专业的人干专业的事”，篮球改革能否激发中国体育的潜在动能，人们充满期待。
126,　　广州日报讯 (记者 张喆) 今明两天，中国足协在武汉召开第十届第三次全体代表大会。本次足代会并不涉及主席人选等敏感问题，除了对相关中国足协章程进行修改、审议讨论中国足球过去一年的工作之外，重点就是“2020东京奥运规划”的出台。
127,　　提前组建国奥队练兵
128,　　这次的武汉会议原本应在去年12月召开，但因为去年是中国足协与国家体育总局“脱钩”后独立运营的第一年，在财务决算、审核等诸多事务上都未能完全理顺，因此会议延期到本月中旬进行。此次足代会除了听取中国足协过去一年的工作报告和各专项委员会的工作总结之外，足协的章程也将进行修改。不少在地方体育行政部门担任职务的执委将退出本届中国足协执委会。
129,　　本次足代会最受关注的恐怕是出台《中国足协2020行动计划》。以往中国足协的规划基本都以十年为周期，这次则把目标直接瞄准了2020年东京奥运会，定下了2020年奥运会男足必须出线的目标。参加2020年奥运会的适龄球员是1997年及之后出生的球员，为了让该年龄段球员得到更多锻炼机会，中国足协决定提前组建2020年的国奥队。
130,　　新政未必能很快见效
131,　　中国足协刚刚出台的“3外援”和“U-23强制首发”中超新政，也有为新一轮奥运战略服务的客观因素。当然，如果完全从奥运战略来看，那么中超的年轻球员首发年龄段应该降到U-20。但毕竟如今1993年出生的球员都很少能在中超打上主力，何况是1997年出生的球员。所以，最终定下“U-23首发”的规则，其实也是一个折中决定。
132,　　中超新政虽然为本土球员的发展提供了空间，但由于过去几年中超的极度金元化，因此新政在短时间内未必能体现效果，甚至会在今年的实施过程中出现很多怪象和乱象。这些，中国足协其实也有所准备。在本次足代会期间，足协高层将和各界代表一起研究，如何在俱乐部青训、基地建设、打击“阴阳合同”和签字费等违规违法行为、完成俱乐部股份多元化、制定俱乐部财务标准等方面建立实质性的工作时间表。包括广州在内的5个改革发展试点城市，将是足协未来一系列改革探索的重点执行对象。
133,　　至于目前迫在眉睫的职业联盟问题，本次足代会也会有探讨，并出台具体的时间表。足代会之后，新赛季的中超、中甲联赛工作会议也会正式召开。足协届时除了要通过中超新政，还会就俱乐部非理性投资、高额球员转会费和薪酬等情况，研讨出台一系列的配套措施和举措。
134,　　本来非常努力 何必要看起来毫不费力？
135,　　清华大学心理学系 王从余
136,　　前两天是游泳选手傅园慧21岁生日，她在这天发表了一篇长微博，阅读数逾878万，堪称2016年最轰动的“年终总结”。文字朴实诚恳、真情流露，已不见往日的“逗比”属性。文中讲述了去年备战奥运期间，她“最痛苦挣扎”的心路历程。这篇长微博既沉重又振奋，网友评论说：看完一下子眼泪流下来。
137,　　我们初识傅园慧，估计都是在里约奥运会赛后采访的镜头中。那时，她魔性的表情和率直的言语给我们带来惊喜和欢乐，迅速以“行走的表情包”爆红网络。她让我们以为，她是非常快乐陶醉地在游泳，而铜牌的好成绩对她来说，是意外收获。她简直就是“成功”与“轻松愉快”同时存在的范型。
138,　　如果不是此次真情流露，鬼知道这样一个搞怪得看起来有些没心没肺的傅园慧，也在追梦路上磕磕碰碰，还曾陷入低谷，濒临崩溃。
139,　　重新认识傅园慧，使我想起我收到过的一个“知乎”的推送问题：“我要怎样努力，才能看上去毫不费力？”这个问题，我真想邀请我的几位在人前大肆玩闹，背地里偷偷用功的老同学来作答，哈哈。
140,　　而傅园慧呢，她都明明已经让我觉得“看上去毫不费力”了，却偏偏要把最困难、最绝望、最不快乐、不光鲜的自己讲出来。
141,　　那么人们看到她的真情流露之后，又会是什么反应呢？
142,　　真情流露其实是有积极作用的。根据心理学研究，适度的自我暴露可以拉近人们的心理距离。而傅园慧的这篇长微博正是一次自我暴露。网友们看到后，纷纷留言祝福，其中提到最多的词语有“感动”、“心疼、“共鸣”。 以前，好几位国宝级运动员在失败后遭受舆论的二次打击。但我想，这种残酷的事情不会发生在傅园慧身上了。
143,　　此外，真情流露也是一种减压的方式。美国心理学家Meh等人研究过促膝谈心与幸福的关系，他们记录并分析人们日常生活中的谈话片段，并计算了每个人的幸福感指数。研究结果发现快乐的人，花在谈心的时间上更长。这次，社交网络把网友们都化为傅园慧的倾诉对象。
144,　　另外，你是否想到过，其实每个人在别人眼里往往都是毫不费力的。
145,　　你是否有过类似这样的体验：当你听说本系学长拿到了心仪的offer，你觉得这是很顺其自然的事情，因为他是大牛，他拿到很正常。而到了你的申请季，即使你有paper傍身，或有美丽的绩点，或手握大教授推荐信，但仍然觉得内心忐忑，并且感到各种各样的困难和失望一次次袭向你。终于，你拿到了一个不错的offer，颇觉侥幸，回头却发现自己成了学弟学妹眼中一切顺利的大牛。
146,　　别人获得机遇或取得成功看起来很顺利，而自己的奋斗却是那么坎坷、迷茫——这样的现象在心理学上也可以得到解释：
147,　　易得性偏差 诺贝尔经济学奖得主、心理学家凯尼曼和特维斯基研究发现，人们在预测和决策时，得到的信息是不充分的；我们经常会把熟悉的、容易获取的信息作为判断依据，从而产生偏差。
