,content
130,　　车型售价(万元)
131,　　豪擎版8.99
132,　　尊擎版9.79
133,　　豪擎自动版9.99
134,　　尊擎自动版10.99
135,　　长安CX70T搭载了蓝芯Bluecore 1.5T发动机，并匹配了15万级合资车型才有的日本爱信全新一代的6AT变速器，这对“跑得快，还听话”的最佳动力拍档，打造了超越同级的动力神器。
136,　　蓝芯Bluecore 1.5T发动机拥有110KW的最大功率和230N•m的最大扭矩，优于目前市面上大部分10万级SUV车型的210-220N•m最大扭矩输出，为消费者带来了强劲有力的动力输出。
137,　　蓝芯Bluecore 1.5T发动机由长安汽车英国伯明翰动力研发中心精心打造，该系列发动机已应用在长安CS系列、逸动系列和悦翔系列车型上，经过百万车主检验，广受好评。蓝芯Bluecore 1.5T发动机配合博格华纳的涡轮增压技术，在1500转时仅用0.2s涡轮即可介入，2000转即可达到230N•m的峰值扭矩，而市面上同级车型，均在2000转以上才开始涡轮介入。当你轻踩油门，强劲动力瞬间迸发，让你在享受别人羡慕眼光的同时绝尘而去。
138,　　同时，长安CX70T还搭载了日本爱信全新一代6AT变速器，最大变速比为6.21，传动效率达到96.19%，换挡响应时间仅为0.8s，性能远超同级热销车型搭载的现代、自主CVT等变速器，堪称一大神器。爱信全新一代6AT让发动机学会了思考，让长安CX70T既跑得快，还够听话，让你成为车流中最从容、最平和的“舵手”，顺畅、敏捷的换挡动作足以让你心比天地宽。
139,　　用车不仅要强劲动力，还要节能环保。长安CX70T是10万级别首次标配STT智能怠速启停系统的车型，该系统能实时感知驾驶者的意图，操作简单，随“踩”随“停”，从容面对无休止的走走停停，启停之间将节油进行到底，高达15%的节油表现，完全能够解决你对“高油耗”的后顾之忧。
140,　　长安CX70T搭载的蓝芯Bluecore 1.5T发动机和日本爱信全新一代6AT变速器这对最佳动力拍档，匹配STT智能启停系统，以更低的油耗带你享受真正的速度与激情。
141,　　源自意大利都灵外观设计中心的美学设计，长安CX70T让你豪情释放天生不凡。完胜同级的4705*1800*1775(mm)超大车身尺寸铸就了其霸气凌厉的整体外观，六边星云式前格栅搭配小巧精致的镀铬太阳标，将艺术变为现实；分割线前保，前翼子板上的“Turbo”标识，尾部贯通式镀铬饰条搭配“CHANGAN ”logo，让整车酷劲十足。
142,　　当你周末呼朋唤友去远郊游玩时，长安CX70T 2780(mm)同级难以比肩的超长轴距，保证了其充裕的7座内部空间，轻松布局2+3+2的7座剧院式座椅，轻松装下你的全部行囊，让你再也无需因空间局促而有所取舍。中控台采用钢琴烤漆、玛雅银喷涂、镀铬饰条让车内璀璨生辉，门板及中控箱、扶手均采用软包裹，品质一流，颇有20w+级别高级轿车的制造水准。
143,　　并且长安CX70T通过十余项NVH静音技术和整车221项隔音处理，使怠速噪音低至37.6分贝，打造了同级最强NVH静音系统，堪比图书馆级静音体验，达到主流合资轿车水平。当你闭上眼睛，在艺术与实用合体的长安CX70T中，无论是穿梭于城市的流光掠影之间，还是纵横在茫茫草原之上，似乎城市的璀璨繁华和大自然的辽阔广袤都那么的触手可及。
144,　　同级独配的右侧全景影像系统，当你驾驶长安CX70T在悬崖边“舞蹈”时也多了一份从容淡定；来自德国大陆的ESC全能电子车身稳定系统，让你的每一次转弯都波澜不惊；此外，长安CX70T配备了倒车随动影像、胎压监测系统、定速巡航、270°六点式泊车雷达等主动安全配置；同时，长安CX70T还拥有超高强度刚性车身、激光焊接防下潜座椅骨架、头胸一体式侧面安全气囊、全尺寸前排乘员安全气囊、侧安全气帘、ISOFIX儿童座椅固定装置和7座三点式/预紧式安全带等七项太空舱式被动安全配置。
145,　　菲亚特克莱斯勒汽车公司8日宣布，将在2020年前投资10亿美元用于美国中西部两座工厂的设备升级，预计创造2000个与生产相关的工作岗位。
146,　　菲亚特克莱斯勒汽车首席执行官塞尔吉奥·马尔基翁内在一份声明中表示，这一计划不仅将有助于满足美国日益增长的市场需求，更重要的是，有助于向国际市场出口菲亚特克莱斯勒的大中型汽车。
147,　　美国当选总统特朗普近日在社交媒体推特上向美国通用、福特和日本丰田三大汽车公司施压，阻止它们在墨西哥建厂并威胁将对此征收重税。（曹筱凡）
148,　　原标题：网约车新政下 部分“达标”二手车涨价
149,　　部分符合新政要求的二手车已涨价15%；和滴滴合作的租车公司透露，滴滴重心正转向专车
150,　　北京某二手车市场中，相比紧凑型车型，符合新政要求的车型更受欢迎。新京报记者 覃澈 摄
151,　　亚运村汽车交易市场中租赁京牌是众多商家的一项生意。新京报实习生 杨砺 摄
152,　　去还是留，网约车新政让网约车司机再次面临职业选择。“先看一看，实在不行就回家。”32岁的徐浩在从机关食堂供应商转型网约车司机一年多后再次面临职业选择。
153,　　据艾媒咨询发布的数据，若新政落地，38.2%网约车司机会去开黑车，17.8%会选择离开所在城市。
154,　　从去年12月底开始，新京报记者通过采访多位网约车司机，走访二手车市场以及汽车租赁公司发现，有的网约车司机已准备卖车套现走人。有网约车司机在新政出台后已连车牌一块“出手”，尽管他们知道买卖车牌属于非法。二手车市场上符合新政要求的车型价格已水涨船高，有的上涨了15%。
155,"　　为顺应新政，租车公司也在转换思路,主推符合专车运营标准的舒适性轿车给打算开专车的司机。某租车公司表示,开“快车”已不挣钱，很少有司机再租车开“快车”，专车市场才是滴滴未来重心。有滴滴专车司机表示，现在滴滴对专车有政策倾斜，早高峰时接单有补贴，机场线也只有专车才能跑。"
156,　　租京牌司机：
157,　　工作时间延长，收入打了6折
158,　　“政策落地后抓到就要罚款1万到3万，这个风险太高了。”32岁的徐浩熄了手中的烟，重新打开了滴滴打车的司机端，等待系统派单，“现在挣得少了，(为生活所迫)也得继续干。”
159,　　“80后”的他，退伍兵出身，在北京某部队以士官身份退伍后，来往于家乡与北京之间，做起了水果生意。
160,　　由于主要客户为国企和政府机关的食堂，他的生意一直很稳定，“每年能赚十几万。”
161,　　两年前，伴随几家客户负责人更换，他的供应商身份也被别人代替。他尝试过维系新关系，不过，多次接触后他大概明白，新的供应商是负责人带来的。
162,　　2015年，网约车平台激战正酣。在高额补贴的刺激下，徐浩放弃了水果生意，他通过朋友以1年8000元的价格租赁了北京车牌，成为一名专职的快车司机。1年8000元的价格比出租车的份子钱少多了。某出租车司机告诉记者，出租车司机双班份子钱一个月9000元，单班份子钱一个月5400元。
