,content
154,　　一同消失的还有虚假的演风、训风、考风。演习演练、比武竞赛活动的设计者们绞尽脑汁，运用各种手段确保公平公正。“中部铁拳·勇士”竞赛中，参赛的50个战斗班都是抽签决定的，人员一旦确定就登记在册、时刻检查，避免参赛单位抽调尖子替换原有人员。竞赛中，打卡系统自动记时、射击结束后电脑实时报靶，先进的设备减少了人为干预，竞赛成绩让每一名参赛队员都心服口服。
155,　　让记者印象深刻的是，比赛开始之前，参赛队员竟然不知道考什么、在哪儿考、怎么考，他们只能凭借转场路线图找到下一个比赛点，现场领取命令表才能确定本场比赛课目。
156,　　这样一处处近乎苛刻的设计，体现了组织者的良苦用心。只有挤干水分，才能检验队员的真实水平，找出训练短板，进一步提高部队实战水平。
157,"　　,战场环境、课目设置更加贴近实战"
158,　　回顾几次竞赛和演习，记者发现组织者们都在根据战场实际设计考核内容，力图构设真实的战场环境，在点滴中培养官兵们的实战意识，他们对于紧贴实战的追求甚至达到了锱铢必较的程度。
159,　　在“中部铁拳·勇士”竞赛中，参赛队员需要按照地图徒步从上一个竞赛点赶到下一个竞赛点，组织者专门设置了“最快转场奖”，鼓励士兵们像战场上行军一样争分夺秒。行进途中，士兵们的眼睛必须时刻盯着路两旁，因为那里很可能会出现“敌情”——一块块挂在树上、藏在路旁的情报牌，上面标注着“敌军”的装备，参赛班组必须发现并记录下来，才能获得相应的分数。
160,　　这样的设计构设了一个战斗班在战场上行军的真实情景。一路跋涉、识图、侦察，时刻保持警惕，到达阵地后随即展开战斗。“我们就是要让这些士兵时刻保持实战的意识。”中部战区陆军副参谋长唐宁少将说。
161,　　而“中部铁拳－坦克·铁骑”竞赛的一些设计则考虑到了对手的战法。根据研究，对手坦克遇袭后会采用双车编组展开的战法，长车进攻，僚车警戒。为此，唐宁在一项火炮射击考核中将两个靶标设置在1600米和1800米远的距离上，模拟对手的长车和僚车。炮手射击时需要自行判断，优先攻击威胁性更大的长车。
162,　　“这次竞赛课目就是研究对手的装备、作战思想和编组方法后设置的。”这位少将解释说，“实战化的标准是具体的，不是抽象的。”
163,　　如果说“中部铁拳”系列竞赛还原了陆地上的实战环境，那么2016年8月海军航空工程学院举办的“剑鹰－2016”军事技能竞赛则真实构建了海洋作战环境。
164,　　在这次全军院校首次海陆综合性项目竞赛中，主办方把手枪射击搬到大海上，靶标设置在浮台上，参赛队员要乘橡皮艇前往浮台，并在晃动中完成射击。传统的陆上项目——目标搜索也被放到海岛上，并且设置了3个海上搜索点。
165,　　而在8月下旬武警部队举办的首届“锋刃”国际狙击手射击竞赛中，来自15个国家的42名狙击手共同感受到中国同行的实战化训练理念。在不停晃动的平台上射击，模拟在舰船和直升机平台上执行任务；在潜伏区域搜索伪装靶，模拟狙击与反狙击的“生死对决”……
166,　　“这次比赛把战术和狙击很好地结合在了一起。”巴基斯坦狙击手穆罕默德纳西姆说，“与它相比，过去我参加的狙击比赛更像是运动会，而这一次，就像在战场上一样。”
167,"　　,红蓝对抗更加激烈"
168,　　红蓝对抗是一种在世界各国得到普遍运用的实战化训练方式。通过中俄“海上联合－2016”军事演习的采访，记者感受到，2016年中国军队演习演练中的红蓝对抗烈度正在升级。
169,　　此次中俄联演，蓝方一改以往联演中的配属地位，首次开设了独立的舰艇编队指挥所，拥有1艘052C型导弹驱逐舰、非核动力潜艇两艘、4架歼轰－7A战机和1架卡－31警戒直升机，阵容十分强大。
170,　　在历时8天的演习中，蓝方兵力神出鬼没，派出小艇和直升机偷袭正在锚泊的红方舰艇编队、派出潜艇伺机袭击红方舰艇、派战斗机和舰艇攻击红方夺岛部队……红蓝双方始终在周旋，对抗强度极大提高。
171,　　“我们在演习中第一次有了真正的‘敌人’！”红方第1编队指挥所参谋长、俄罗斯海军太平洋舰队“激烈”号驱逐舰舰长谢尔盖感慨说。海军新闻发言人梁阳也表示，这次演练是解放军首次与外军“背靠背”进行联演，“对抗性很强、火药味儿很浓、实战化水平很高”。
172,　　近年来，蓝军在军事演习中扮演着越来越重要的角色，陆地、海上、空中都出现了蓝军的身影。与此同时，“红必胜蓝必败”的思维定势也逐渐被打破。在朱日和训练基地，我军首支陆军专业化模拟蓝军部队屡屡战胜参加演习的红军，被称为实战化训练的“磨刀石”。
173,　　即使在平时的训练中，蓝军的概念也被引入，用于设置各种情况，检验部队的训练水平。2016年12月下旬，记者采访武警天津总队特战队员“魔鬼周”训练时发现，蓝军队员扮演的“匪徒”不仅“偷袭”特战队员、劫持“人质”，而且经常躲在河滩、山林中“伏击”大部队。如果特战队员的应对措施不过关，评判员就会叫停，推倒重来。
174,　　参训的特战队员表示，蓝军的存在增强了训练的实战意味、对抗色彩。放眼全军，这些不同规模、不同层次的红蓝对抗已经成为解读实战化训练的一个个注脚。记者 王达
175,　　当代军事领域是前沿技术发展汇集的核心地带，也是最富创新性、最具超越性、最有颠覆性的科学技术发展前沿。正所谓，科技改变战争。回顾2016年，世界各军事强国正加紧推进军事科技研发，竭力抢占未来军事竞争制高点。
176,"　　,人工智能：必将催生新的战争模式"
177,　　人工智能在军事领域日益广泛的应用，正成为军事变革的重要推手，必将催生新的战争模式，改变战争制胜内在机理。美国在人工智能领域的研究一直处于前沿领域，并于2016年10月发布了《为人工智能的未来做好准备》和《国家人工智能研究与发展战略规划》，这两份文件详细阐述了人工智能的发展现状、规划、影响及具体举措。2016年1月，美国国家航空航天局进行了“小行星重定向机器人任务”航天器早期设计工作；8月，DARPA(美国国防高级研究计划局)启动了人机协作项目——“可解释的人工智能”，并向工业部门寻求开发人工智能自适应无线电技术；11月，美陆军又开启“研制士兵运动自发电装备项目”。除此之外，具有智能“集像增强”功能的头盔式夜视镜，以及具有全息三维显示技术的军事应用眼镜已装备美军作战部队。
178,"　　,高超音速飞行：决定制空权握在谁手"
179,　　未来战争的主动权与能否有效控制空天领域密切相关。围绕此焦点，制空权的攻防斗争日趋复杂多样，被称为可以超越时空限制的高超音速武器，必将对未来作战产生深远影响。目前，美军在高超音速技术方面仍是领先者，秘密进行了一系列高超音速飞行器试验，全方位开始了自己的X-51A“乘波者”高超音速飞行器、HTV-2高超音速滑翔飞行器和X-43A“高超X”计划，还将开发高超音速飞机、空天飞机等各种高超音速飞行器。作为美军的战略对手，俄罗斯开展研发能从太空发起核打击的高超声速隐身战略轰炸机PAK-DA，并将于2020年前完成原型试验机相关工作。2016年6月，俄印合资的布拉莫斯航宇公司营销董事帕萨科在KADEX2016国际防务与军警设备展上透露，布拉莫斯-2导弹工程研制工作将在2022年启动，预计2024年完成原型样弹研制。
180,"　　,量子通信：颠覆基于数学的密钥体系"
181,　　近年来，不断突破的量子信息技术正在开启新的机遇之门，势必在未来重新涂抹战神的面孔。美国对量子通信的理论和实验研究开始较早，是最先将量子技术列入军事战略及国家安全研发计划的国家，并在2016年7月发布了《推进量子信息科学：国家的挑战与机遇》的报告。该报告称，量子计算能有效推动化学、材料科学和粒子物理的发展，未来可能最终颠覆众多科学领域。基于该技术的广阔前景，英国制定了量子科学5年计划，并建立了4所新的研发中心。
